Name,Handle,Media URL,Retweets,Likes,Comments,Views,Tweet URL,Profile Link,Post Body,Date,Timestamp
DaveVsGoliath2,@DGoliath2,,5,9,,,https://x.com/DGoliath2/status/1582795901109952512,https://x.com/DGoliath2,"What Profit are #Australian #solarenergy & #wind Energy companies making?
Are they paying #tax in Australia?
Are Aussies getting the returns from the Subsidies paid through Tax dollars spent?
Are the Renewable Energy companies paying their fair share of Tax in Australia?","Oct 20, 2022",2022-10-19T18:08:44.000Z
Leandro Pinter,@leandropinter,,,2,1,,https://x.com/leandropinter/status/1450790833196732429,https://x.com/leandropinter,"Some very promising recommendations in this repot about the #crypto industry

Here are my top pick

- a new way of calculating capital gain tax for digital assets
- establish a new DAOs company structure
- a tax discount for miners using renewable  energy

https://abc.net.au/news/2021-10-20/australia-crypto-senate-committee-brain-drain-innovation/100552562…","Oct 20, 2021",2021-10-20T11:47:43.000Z
Jaime Porras López,@aquijaimeporras,,2,1,,,https://x.com/aquijaimeporras/status/1485190803936919556,https://x.com/aquijaimeporras,"Meanwhile in Australia… a Senate Committee recommended a 10% company tax discount for crypto mining businesses that use renewable energy. A reason behind is that crypto mining load is elastic so it helps the renewables sector expansion
https://cointelegraph.com/news/australia-s-plan-to-create-a-crypto-competitive-edge-in-12-steps/amp…","Jan 23, 2022",2022-01-23T10:00:55.000Z
Tom DeRosa,@RenewableSearch,"https://pbs.twimg.com/media/FiKDBB3akAA9U98?format=jpg&name=small, https://pbs.twimg.com/media/FiKDBB3akAA9U98?format=jpg&name=small",,,,,https://x.com/RenewableSearch/status/1594981273831112704,https://x.com/RenewableSearch,"Via CleanTechnica: "" Taxes on EVs Cut, Incentives Added in Australia: "" data-medium-file=""https://cleantechnica.com/files/2022/08/Tesla-coffee-and-cars-Australia-Paul-CleanTechnica-pop-400x172.jpeg…"" data-large-file=""https://cleantechnica.com/files/2022/08/Tesla-coffee-and-cars-Australia-Paul-CleanTechnica-pop-800x345.jpeg…"" />Import tariffs and the Fringe Benefits Tax (FBT) will be cut on electric… http://dlvr.it/Sd9WF8 "" #Renewable #Energy","Nov 22, 2022",2022-11-22T09:09:03.000Z
Dissecting the Markets | See pinned tweet,@dissectmarkets,,,1,,,https://x.com/dissectmarkets/status/1438647739613466625,https://x.com/dissectmarkets,"Subsidies and tax breaks will help U.S. solar panel manufacturers keep up with their overseas competition, who also receive generous subsidies and tax breaks from their respective nations.

$TAN $FSLR $ENPH $SEDG $SPWR $RUN $TSLA $SUNW $ARRY $NEE $JKS $BEP
https://vocal.media/trader/renewable-energy-investors-should-pay-attention-to-australia…","Sep 17, 2021",2021-09-16T23:35:24.000Z
Mirage News,@MirageNewsCom,"https://pbs.twimg.com/media/EjsOwyrXgAIxVgV?format=jpg&name=small, https://pbs.twimg.com/media/EjsOwyrXgAIxVgV?format=jpg&name=small",,,,,https://x.com/MirageNewsCom/status/1313659949495521280,https://x.com/MirageNewsCom,"Budget fine print reveals #Tax cut scam 
https://miragenews.com/budget-fine-print-reveals-tax-cut-scam-2/…
#AusPol #Australia #AustralianGreens #Building #Childcare #Depression #Employment #Energy #Government #JobSeeker #Money #PowerStation #Recession #Renewable #RenewableEnergy #Spending #Teeth","Oct 7, 2020",2020-10-07T01:58:33.000Z
Richard Denniss,@RDNS_TAI,"https://pbs.twimg.com/media/E7SBxLKVEAElIDT?format=jpg&name=small, https://pbs.twimg.com/media/E7SBxLKVEAElIDT?format=jpg&name=small",32,41,,,https://x.com/RDNS_TAI/status/1419910205257621506,https://x.com/RDNS_TAI,"For decades, in every diplomatic forum we could find, Australian Governments have stymied/delayed/blocked global efforts to remove fossil fuel subsidies, tax pollution & fund renewable energy. Delaying global #climate action is Australia’s foreign policy. Tune in tomorrow #auspol","Jul 27, 2021",2021-07-27T06:39:08.000Z
Tax Notes,@TaxNotes,"https://pbs.twimg.com/media/FdS7bxzWAAAjvE4?format=jpg&name=small, https://pbs.twimg.com/media/FdS7bxzWAAAjvE4?format=jpg&name=small",,1,,,https://x.com/TaxNotes/status/1573088258283786240,https://x.com/TaxNotes,Perspective: @nanaama_sarfo compares the #InflationReductionAct's climate tax provisions to how Australia and Canada are handling climate taxation issues. https://taxnotes.co/3BOMlFg,"Sep 23, 2022",2022-09-22T23:14:01.000Z
Investing News Network Australia (INN),@INN_Australia,,,,,85,https://x.com/INN_Australia/status/1824113838867857518,https://x.com/INN_Australia,"Mandrake Resources, in partnership with Idaho National Laboratories, the National Renewable Energy Laboratory and the University of Utah, announced the receipt of $1 million in grant funding for the Utah #lithium project from the US Department of #Energy.",Aug 16,2024-08-15T16:00:04.000Z
Gregory Andrews,@LyrebirdDream,,41,66,5,1.2K,https://x.com/LyrebirdDream/status/1832647040700182778,https://x.com/LyrebirdDream,"A reminder that I’m still fundraising for renewable energy projects for the Bush.  

Thanks to everyone who’s donated so far.  

I have a $7,800 funding gap for the projects I’ve committed to so far.  

You can help by donating here.  Every dollar counts.",Sep 8,2024-09-08T05:07:58.000Z
BDO Australia,@BDOAustralia,"https://pbs.twimg.com/media/FuxP7OQXoAAFL-4?format=jpg&name=small, https://pbs.twimg.com/media/FuxP7OQXoAAFL-4?format=jpg&name=small",1,,,80,https://x.com/BDOAustralia/status/1651783063129530369,https://x.com/BDOAustralia,The Australian Renewable Energy Agency has announced $50 million #grant #funding for targeted #researchanddevelopment for #renewable hydrogen and low-emissions iron and steel. Get in touch via our form to learn more: https://bit.ly/40DUgOJ.,"Apr 28, 2023",2023-04-28T02:59:05.000Z
pv magazine Australia,@pvmagazineoz,"https://pbs.twimg.com/media/GYxHbXibQAA9evC?format=jpg&name=small, https://pbs.twimg.com/media/GYxHbXibQAA9evC?format=jpg&name=small",,2,1,70,https://x.com/pvmagazineoz/status/1840924885109154154,https://x.com/pvmagazineoz,Federal funding boosts Queensland local renewable energy zone program: The Queensland government’s plan to establish Local Renewable Energy Zones in the regional centres of Caloundra and Townsville has received a… http://dlvr.it/TDs42t #Renewables #Australia #Solarenergy,15h,2024-10-01T01:21:09.000Z
The Indigenous Business Review,@the_ibr_au,,2,1,,116,https://x.com/the_ibr_au/status/1813853808990036065,https://x.com/the_ibr_au,"The completion of the Marlinja Microgrid marks a significant milestone in First Nations-led renewable energy projects, inspiring Indigenous communities to take the lead in Australia's clean energy transition amidst government funding challenges.",Jul 18,2024-07-18T08:30:22.000Z
Asia's Tech News / Startup News Asia,@wadekwright,,,1,,23,https://x.com/wadekwright/status/1735487389970125089,https://x.com/wadekwright,"Australian Renewable Energy Agency, ARENA, awarded $1.64M grant to non-profit EnergyLab, looking to boost support for Australia's early-stage clean energy startups https://ow.ly/w41u50QiZ90

#australia #startupaus #energytech #techstartups #sustainability #renewables","Dec 15, 2023",2023-12-15T02:30:12.000Z
Austrade India,@AustradeIndia,"https://pbs.twimg.com/media/FqgsAKAakAA5Tr_?format=jpg&name=small, https://pbs.twimg.com/media/FqgsAKAakAA5Tr_?format=jpg&name=small",2,2,,390,https://x.com/AustradeIndia/status/1632603521077112832,https://x.com/AustradeIndia,"Funding opportunity! Launching The  Strategic #Research Fund. 
The grant supports projects in these areas:
- #AI & Machine Learning
- Renewable #energy technologies 
- Urban #mining & electronic waste recycling
- #Biotechnology

Learn more & apply now: http://bit.ly/3KXJ3UW","Mar 6, 2023",2023-03-06T04:46:26.000Z
InvestorDaily,@InvestorDailyAU,,,1,2,94,https://x.com/InvestorDailyAU/status/1730315933103657323,https://x.com/InvestorDailyAU,Australia’s path towards achieving ambitious renewable energy targets has put the spotlight on the critical role of the superannuation sector in funding green energy projects.,"Dec 1, 2023",2023-11-30T20:00:40.000Z
UNICEF Australia,@unicefaustralia,"https://pbs.twimg.com/media/FuI1F8gaMAEKJ9P?format=jpg&name=small, https://pbs.twimg.com/media/FuI1F8gaMAEKJ9P?format=jpg&name=small",2,9,2,700,https://x.com/unicefaustralia/status/1649578773866508289,https://x.com/unicefaustralia,"On #EarthDay we’re calling for leaders to protect children from the climate crisis through:

Urgently reducing emissions and transition from fossil fuels to renewable energy

Increasing funding to protect vulnerable children

Preparing children for a climate-changed world","Apr 22, 2023",2023-04-22T01:00:02.000Z
Energy Magazine,@AusEnergyMag,,,2,,31,https://x.com/AusEnergyMag/status/1717730071098868054,https://x.com/AusEnergyMag,"ARENA is supporting Australia’s renewable energy transition projects, having approved a record amount of funding in a single year since its inception in 2012.

https://energymagazine.com.au/record-arena-funding-approved-in-2022-23/…","Oct 27, 2023",2023-10-27T02:28:57.000Z
Leera,@OutbackAussie5,https://pbs.twimg.com/ext_tw_video_thumb/1754306907580534784/pu/img/CqIUfPhLFOfD4loc.jpg,,,,335,https://x.com/OutbackAussie5/status/1754307074371326412,https://x.com/OutbackAussie5,We are funding elitists to strip mine Australia under the 2015 amendments to the Renewable Energy Electricity Act 2001.,Feb 5,2024-02-05T00:52:54.000Z
CSIRO Staff,@CSIROStaff,,,,,105,https://x.com/CSIROStaff/status/1649208073469427713,https://x.com/CSIROStaff,"A new report, supported by ARENA funding, finds renewable energy storage must expand massively and diversify if Australia is to achieve net zero by 2050

CSIRO Roadmap points to big energy storage gap -","Apr 21, 2023",2023-04-21T00:27:00.000Z
Australian Renewable Energy Agency (ARENA),@arenagovau,,12,12,2,3.4K,https://x.com/arenagovau/status/1643082621071790080,https://x.com/arenagovau,ARENA has announced $120 million in funding will be made available for Round 1 of the Community Batteries Funding Program to support the deployment of community batteries across Australia.,"Apr 4, 2023",2023-04-04T02:46:38.000Z
Rosomak Tundrowy,@WRosomak,,,,,98,https://x.com/WRosomak/status/1737714278411448486,https://x.com/WRosomak,''The largest-ever Commonwealth funding program ($2 bn) for renewable hydrogen is a step closer with the shortlisting of 6 applicants who could help transform Australia into a renewable energy superpower (total electrolyser capacity of more than 3.5GW)'' https://minister.dcceew.gov.au/bowen/media-releases/2-billion-renewable-hydrogen-program-reaches-milestone…,"Dec 21, 2023",2023-12-21T05:59:03.000Z
Mirage News,@MirageNewsCom,,,,,18,https://x.com/MirageNewsCom/status/1694875583518548165,https://x.com/MirageNewsCom,"First Nations Communities Receive New Renewable Energy Funding
#AusPol #Australia
https://miragenews.com/first-nations-communities-receive-new-renewable-1071983/…","Aug 25, 2023",2023-08-25T00:53:23.000Z
pv magazine Australia,@pvmagazineoz,"https://pbs.twimg.com/media/F9vyOQLaUAA9Qs7?format=jpg&name=small, https://pbs.twimg.com/media/F9vyOQLaUAA9Qs7?format=jpg&name=small",,,,53,https://x.com/pvmagazineoz/status/1719234011141390339,https://x.com/pvmagazineoz,"ARENA doles out record funding as Australia’s renewable schemes ramp up: The Commonwealth government’s Australian Renewable Energy Agency (ARENA) approved record funds in FY22/23, allocating $544.1 million (USD 345 million)… http://dlvr.it/Sy9mQC #renewables #solar #technology","Oct 31, 2023",2023-10-31T06:05:04.000Z
Fotowatio Renewable Ventures,@FotowatioRV,,1,4,,47,https://x.com/FotowatioRV/status/1807724126682919369,https://x.com/FotowatioRV,FRV Australia has been elected for the first round of the Australian Renewable Energy Agency (ARENA) Community Battery Grant. This project seeks the roll out of up to 370 community batteries across Australia under its Community Battery Funding Round 1.,Jul 1,2024-07-01T10:33:12.000Z
PriyaSanjay,@PriyaSanjay,,,1,,54,https://x.com/PriyaSanjay/status/1643200060006764547,https://x.com/PriyaSanjay,"Australian Renewable Energy Agency (@ARENA_aus) has invited expressions of interest for the first round of Community Batteries Funding of up to AU $120 million (~$81.2 million) to deploy community #batteries across #Australia.

https://mercomindia.com/australia-announces-community-battery-deployment…","Apr 4, 2023",2023-04-04T10:33:18.000Z
Asha Fassbender,@FassbenderENG,,,,,19,https://x.com/FassbenderENG/status/1763658022365327393,https://x.com/FassbenderENG,South Australia desalination plant project secures funding #SolarPower #SolarPower #SolarEnergy #SolarPowered #SolarSystem [Video] South Australia is one step closer to becoming a renewable energy superpower after successfully securing the funds for a… http://dlvr.it/T3V1Kf,Mar 2,2024-03-01T20:10:14.000Z
Tian_A1,@Tian_A1,,,,,12,https://x.com/Tian_A1/status/1613206749896384515,https://x.com/Tian_A1,#Australia-#Asia PowerLink developer Sun Cable goes into [ www.pv-#Tech.org ] Australia's Renewable Energy #Agency (ARENA) has awarded A41.5 million (US28.51 million) in funding to 13 research projects aimed at reducing solar costs. https://bit.ly/3ZtOO1r,"Jan 12, 2023",2023-01-11T16:10:35.000Z
Australian Solar and Renewable Energy News,@AusSolarNews,,,,,20,https://x.com/AusSolarNews/status/1838046029003784426,https://x.com/AusSolarNews,$50 million funding to boost clean energy supply chain https://pv-magazine-australia.com/2024/09/23/50-million-funding-to-boost-clean-energy-supply-chain/?utm_source=SPS&utm_medium=TwitterAUsolarnews… #SolarInvestment #SolarTransition,Sep 23,2024-09-23T02:41:37.000Z
GAMA,@GAManufacturers,,,,,50,https://x.com/GAManufacturers/status/1684604309063729154,https://x.com/GAManufacturers,Learn more about how Australia's Renewable Energy Agency (Arena) is pledging AU$30 million in funding to support the development of sustainable aviation fuel in the country. The initiative invites proposals for commercial or pre-commercial SAF production.,"Jul 28, 2023",2023-07-27T16:39:00.000Z
the stranger,@thestranger515,"https://pbs.twimg.com/media/F9PwGt-aMAAuO7x?format=jpg&name=small, https://pbs.twimg.com/media/F9PwGt-aMAAuO7x?format=jpg&name=small",,,,16,https://x.com/thestranger515/status/1716979902954766738,https://x.com/thestranger515,"Australian  Prime Minister Anthony Albanese has announced major funding to ""transform Australia into a renewable energy powerhouse"" – a move that will see the country reduce its dependence on China","Oct 25, 2023",2023-10-25T00:48:03.000Z
RegFlow Hub,@RegFlowHub,,,,,28,https://x.com/RegFlowHub/status/1806859301950288287,https://x.com/RegFlowHub,"ARENA | ARENA funds national community battery roll out

The Australian Renewable Energy Agency (ARENA) has conditionally approved up to $143 million to support the roll out of up to 370 community batteries across Australia under its Community Battery Funding Round 1. All",Jun 29,2024-06-29T01:16:42.000Z
